EPC,AntnenaId,ChannelIndex,Doppler,PeekRssi,PrecissRssi,Phase,FirstReadTime,LastReadTime,ReadCount,Timestamp
E2008325251402851710659D,4,1,2382,-66,-6650,1744,1367933359771430,1367933359771430,1,1367936795644
E2008325251402851710659D,4,1,-2200,-69,-6900,2404,1367933359832057,1367933359832057,1,1367936795644
E2008325251402851710659D,4,1,1393,-68,-6800,2092,1367933359969554,1367933359969554,1,1367936795793
E2008325251402851710659D,4,1,-755,-68,-6850,2208,1367933360211599,1367933360211599,1,1367936796021
E2008325251402851710659D,3,1,-1640,-69,-6900,2132,1367933360306007,1367933360306007,1,1367936796144
E2008325251402851710659D,3,1,-364,-68,-6850,1800,1367933360398436,1367933360398436,1,1367936796272
E2008325251402851710659D,3,1,-1002,-69,-6950,1920,1367933360404656,1367933360404656,1,1367936796272
E2008325251402851710659D,4,1,638,-68,-6850,2148,1367933360531272,1367933360531272,1,1367936796397
E2008325251402851710659D,4,1,-664,-67,-6700,2188,1367933360539674,1367933360539674,1,1367936796397
E2008325251402851710659D,4,1,4361,-66,-6650,1652,1367933360586344,1367933360586344,1,1367936796511
E2008325251402851710659D,4,1,299,-67,-6750,2080,1367933360616236,1367933360616236,1,1367936796511
E2008325251402851710659D,4,1,781,-68,-6800,1908,1367933360659550,1367933360659550,1,1367936796511
E2008325251402851710659D,3,1,-611,-68,-6800,1944,1367933360916598,1367933360916598,1,1367936796771
E2008325251402851710659D,4,1,-638,-68,-6800,2360,1367933360933450,1367933360933450,1,1367936796771
E2008325251402851710659D,3,1,-1445,-67,-6750,2128,1367933361018276,1367933361018276,1,1367936796893
E2008325251402851710659D,3,1,273,-66,-6650,2020,1367933361116175,1367933361116175,1,1367936797009
E2008325251402851710659D,3,1,2617,-66,-6600,1732,1367933361127358,1367933361127358,1,1367936797009
E2008325251402851710659D,3,1,2382,-66,-6650,1948,1367933361171691,1367933361171691,1,1367936797010
E2008325251402851710659D,3,1,-442,-68,-6850,2312,1367933361231519,1367933361231519,1,1367936797134
E2008325251402851710659D,4,1,-195,-68,-6850,2116,1367933361295661,1367933361295661,1,1367936797134
E2008325251402851710659D,3,1,-26,-68,-6800,2264,1367933361358868,1367933361358868,1,1367936797263
E2008325251402851710659D,3,1,-2200,-67,-6750,2408,1367933361397131,1367933361397131,1,1367936797263
E2008325251402851710659D,3,1,-1236,-68,-6850,2276,1367933361407208,1367933361407208,1,1367936797264
E2008325251402851710659D,3,1,2656,-68,-6850,1820,1367933361454230,1367933361454230,1,1367936797270
E2008325251402851710659D,3,1,-1106,-68,-6850,2224,1367933361466855,1367933361466855,1,1367936797388
E2008325251402851710659D,4,1,247,-69,-6950,2168,1367933361483330,1367933361483330,1,1367936797388
E2008325251402851710659D,3,1,-937,-65,-6550,2044,1367933361518941,1367933361518941,1,1367936797388
E2008325251402851710659D,3,1,-1080,-68,-6850,2128,1367933361744640,1367933361744640,1,1367936797563
E2008325251402851710659D,3,1,-338,-68,-6800,2208,1367933361758550,1367933361758550,1,1367936797641
E2008325251402851710659D,3,1,-781,-67,-6750,2140,1367933361806393,1367933361806393,1,1367936797641
E2008325251402851710659D,3,1,-2317,-69,-6950,2404,1367933361915001,1367933361915001,1,1367936797804
E2008325251402851710659D,3,1,3632,-68,-6800,1648,1367933361996682,1367933361996682,1,1367936797809
E2008325251402851710659D,3,1,-585,-68,-6850,2208,1367933362052403,1367933362052403,1,1367936797888
E2008325251402851710659D,3,1,-507,-67,-6700,2172,1367933362145294,1367933362145294,1,1367936798016
E2008325251402851710659D,3,1,-442,-68,-6850,2120,1367933362190827,1367933362190827,1,1367936798021
E2008325251402851710659D,3,1,403,-68,-6850,2048,1367933362206529,1367933362206529,1,1367936798021
E2008325251402851710659D,3,1,130,-68,-6800,2000,1367933362302224,1367933362302224,1,1367936798145
E2008325251402851710659D,3,1,-325,-67,-6700,1888,1367933362366002,1367933362366002,1,1367936798271
E2008325251402851710659D,4,1,1588,-68,-6850,1876,1367933362382209,1367933362382209,1,1367936798271
E2008325251402851710659D,4,1,-78,-69,-6900,2104,1367933362463904,1367933362463904,1,1367936798382
E2008325251402851710659D,4,1,1132,-70,-7000,1992,1367933362489892,1367933362489892,1,1367936798383
E2008325251402851710659D,3,1,-26,-66,-6650,1984,1367933362526165,1367933362526165,1,1367936798383
E2008325251402851710659D,4,1,1861,-69,-6900,1800,1367933362544180,1367933362544180,1,1367936798383
E2008325251402851710659D,3,1,-1393,-68,-6850,2088,1367933362577334,1367933362577334,1,1367936798396
